,game_id,time,quarter,event,total_time
30680,69,452.0,4,E. Watson misses 2-pt shot from 13 ft,2428.0
30681,69,451.0,4,Defensive rebound by K. Love,2429.0
30682,69,435.0,4,K. Love makes 2-pt shot at rim (assist by M. Miller),2445.0
30683,69,424.0,4,N. Collison misses 2-pt shot from 20 ft,2456.0
30684,69,423.0,4,Defensive rebound by K. Love,2457.0
30685,69,416.0,4,Personal foul by C. Wilcox (drawn by M. Miller),2464.0
30686,69,416.0,4,M. Madsen enters the game for B. Cardinal,2464.0
30687,69,416.0,4,R. McCants enters the game for M. Miller,2464.0
30688,69,411.0,4,S. Telfair misses 2-pt shot from 20 ft,2469.0
30689,69,410.0,4,Defensive rebound by D. Wilkins,2470.0
30690,69,397.0,4,C. Wilcox misses 2-pt shot at rim,2483.0
30691,69,396.0,4,Defensive rebound by K. Love,2484.0
30692,69,391.0,4,R. Carney makes 2-pt shot at rim (assist by K. Love),2489.0
30693,69,373.0,4,Shooting foul by M. Madsen (drawn by N. Collison),2507.0
30694,69,373.0,4,N. Collison makes free throw 1 of 2,2507.0
30695,69,373.0,4,N. Collison makes free throw 2 of 2,2507.0
30696,69,357.0,4,R. McCants misses 3-pt shot from 22 ft,2523.0
30697,69,356.0,4,Defensive rebound by E. Watson,2524.0
30698,69,346.0,4,Turnover by E. Watson (bad pass; steal by R. McCants),2534.0
30699,69,341.0,4,R. Carney makes 2-pt shot at rim (assist by R. McCants),2539.0
30700,69,341.0,4,Shooting foul by D. Wilkins (drawn by R. Carney),2539.0
30701,69,341.0,4,Minnesota full timeout,2539.0
30702,69,341.0,4,M. Miller enters the game for S. Telfair,2539.0
30703,69,341.0,4,N. Krstic enters the game for C. Wilcox,2539.0
30704,69,341.0,4,R. Carney misses free throw 1 of 1,2539.0
30705,69,341.0,4,Defensive rebound by K. Weaver,2539.0
30706,69,326.0,4,Turnover by E. Watson (bad pass; steal by R. Carney),2554.0
30707,69,323.0,4,R. Carney makes 2-pt shot at rim,2557.0
30708,69,313.0,4,E. Watson makes 2-pt shot at rim,2567.0
30709,69,295.0,4,M. Madsen misses 2-pt shot from 7 ft,2585.0
30710,69,294.0,4,Defensive rebound by E. Watson,2586.0
30711,69,275.0,4,N. Krstic misses 2-pt shot at rim (block by K. Love),2605.0
30712,69,273.0,4,Offensive rebound by N. Collison,2607.0
30713,69,268.0,4,D. Wilkins misses 2-pt shot from 7 ft,2612.0
30714,69,266.0,4,Defensive rebound by K. Love,2614.0
30715,69,255.0,4,Shooting foul by N. Krstic (drawn by K. Love),2625.0
30716,69,255.0,4,K. Love makes free throw 1 of 2,2625.0
30717,69,255.0,4,K. Love makes free throw 2 of 2,2625.0
30718,69,245.0,4,Shooting foul by R. Carney (drawn by N. Collison),2635.0
30719,69,245.0,4,N. Collison makes free throw 1 of 2,2635.0
30720,69,245.0,4,N. Collison makes free throw 2 of 2,2635.0
30721,69,233.0,4,M. Madsen misses 2-pt shot from 13 ft,2647.0
30722,69,233.0,4,Offensive rebound by K. Love,2647.0
30723,69,229.0,4,R. Carney misses 3-pt shot from 26 ft,2651.0
30724,69,228.0,4,Defensive rebound by K. Weaver,2652.0
30725,69,221.0,4,N. Krstic misses 2-pt shot at rim,2659.0
30726,69,220.0,4,Defensive rebound by K. Love,2660.0
30727,69,213.0,4,M. Madsen misses 2-pt shot at rim,2667.0
30728,69,212.0,4,R. Carney makes 2-pt shot at rim,2668.0
30729,69,212.0,4,Offensive rebound by R. Carney,2668.0
30730,69,200.0,4,N. Krstic misses 2-pt shot from 7 ft,2680.0
30731,69,199.0,4,Defensive rebound by K. Love,2681.0
30732,69,188.0,4,R. McCants makes 3-pt shot from 26 ft,2692.0
30733,69,179.0,4,E. Watson misses 2-pt shot from 13 ft (block by R. McCants),2701.0
30734,69,178.0,4,Offensive rebound by Team,2702.0
30735,69,178.0,4,Oklahoma City full timeout,2702.0
30736,69,178.0,4,R. Swift enters the game for N. Krstic,2702.0
30737,69,177.0,4,N. Collison makes 2-pt shot at rim (assist by K. Weaver),2703.0
30738,69,159.0,4,Turnover by R. Carney (traveling),2721.0
30739,69,142.0,4,D. Wilkins misses 2-pt shot from 16 ft,2738.0
30740,69,141.0,4,Defensive rebound by M. Madsen,2739.0
30741,69,129.0,4,R. McCants misses 2-pt shot from 15 ft,2751.0
30742,69,128.0,4,Offensive rebound by R. Carney,2752.0
30743,69,128.0,4,R. Carney misses 2-pt shot at rim,2752.0
30744,69,126.0,4,K. Love makes 2-pt shot at rim,2754.0
30745,69,126.0,4,Offensive rebound by K. Love,2754.0
30746,69,118.0,4,Personal foul by R. McCants (drawn by E. Watson),2762.0
30747,69,111.0,4,E. Watson misses 3-pt shot from 24 ft,2769.0
30748,69,110.0,4,Defensive rebound by M. Miller,2770.0
30749,69,100.0,4,Turnover by M. Miller (bad pass; steal by K. Weaver),2780.0
30750,69,96.0,4,E. Watson makes 2-pt shot at rim,2784.0
30751,69,87.0,4,Turnover by R. McCants (bad pass; steal by N. Collison),2793.0
30752,69,83.0,4,N. Collison makes 2-pt shot at rim,2797.0
30753,69,67.0,4,R. Carney misses 2-pt shot from 18 ft,2813.0
30754,69,66.0,4,Offensive rebound by M. Madsen,2814.0
30755,69,65.0,4,M. Madsen makes 2-pt shot from 8 ft,2815.0
30756,69,58.0,4,E. Watson misses 2-pt shot from 3 ft,2822.0
30757,69,57.0,4,Defensive rebound by K. Love,2823.0
30758,69,52.0,4,Shooting foul by D. Wilkins (drawn by M. Madsen),2828.0
30759,69,52.0,4,M. Madsen misses free throw 1 of 2,2828.0
30760,69,52.0,4,Offensive rebound by Team,2828.0
30761,69,52.0,4,M. Madsen misses free throw 2 of 2,2828.0
30762,69,51.0,4,Defensive rebound by N. Collison,2829.0
30763,69,43.0,4,Turnover by K. Weaver (bad pass; steal by R. Carney),2837.0
30764,69,40.0,4,R. Carney makes 2-pt shot at rim,2840.0
30765,69,36.0,4,R. Swift makes 2-pt shot at rim (assist by E. Watson),2844.0
30766,69,18.0,4,M. Madsen misses 2-pt shot from 11 ft,2862.0
30767,69,16.0,4,Offensive rebound by M. Miller,2864.0
30768,69,0.0,5,End of 4th quarter,3600.0
30769,70,720.0,1,Jump ball: B. Lopez vs. M. Gasol (K. Dooling gains possession),0.0
30770,70,706.0,1,Offensive foul by V. Carter (drawn by Q. Ross),56.0
30771,70,706.0,1,Turnover by V. Carter (offensive foul),56.0
30772,70,694.0,1,Turnover by M. Gasol (bad pass; steal by Y. Jianlian),104.0
30773,70,686.0,1,K. Dooling misses 2-pt shot at rim,136.0
30774,70,685.0,1,Defensive rebound by M. Gasol,140.0
30775,70,679.0,1,K. Lowry misses 2-pt shot at rim,164.0
30776,70,677.0,1,Defensive rebound by V. Carter,172.0
30777,70,667.0,1,Shooting foul by Q. Ross (drawn by V. Carter),212.0
30778,70,667.0,1,V. Carter makes free throw 1 of 2,212.0
30779,70,667.0,1,V. Carter makes free throw 2 of 2,212.0
30780,70,648.0,1,R. Gay misses 3-pt shot from 25 ft,288.0
30781,70,646.0,1,Defensive rebound by B. Lopez,296.0
30782,70,639.0,1,B. Lopez makes 2-pt shot at rim (assist by K. Dooling),324.0
30783,70,616.0,1,Q. Ross misses 2-pt shot from 18 ft,416.0
30784,70,614.0,1,Defensive rebound by V. Carter,424.0
30785,70,609.0,1,B. Simmons makes 3-pt shot from 23 ft (assist by K. Dooling),444.0
30786,70,591.0,1,O. Mayo makes 3-pt shot from 23 ft (assist by K. Lowry),516.0
30787,70,564.0,1,B. Lopez makes 2-pt shot at rim (assist by B. Simmons),624.0
30788,70,564.0,1,Shooting foul by Q. Ross (drawn by B. Lopez),624.0
30789,70,564.0,1,G. Buckner enters the game for Q. Ross,624.0
30790,70,564.0,1,B. Lopez makes free throw 1 of 1,624.0
30791,70,553.0,1,R. Gay misses 2-pt shot at rim (block by B. Lopez),668.0
30792,70,551.0,1,Offensive rebound by Team,676.0
30793,70,546.0,1,M. Gasol makes 2-pt shot at rim (assist by O. Mayo),696.0
30794,70,527.0,1,Turnover by K. Dooling (step out of bounds),772.0
30795,70,507.0,1,R. Gay makes 2-pt shot at rim,852.0
30796,70,487.0,1,Turnover by Y. Jianlian (lost ball; steal by R. Gay),932.0
30797,70,484.0,1,K. Lowry makes 2-pt shot at rim (assist by G. Buckner),944.0
30798,70,484.0,1,Shooting foul by B. Simmons (drawn by K. Lowry),944.0
30799,70,484.0,1,K. Lowry makes free throw 1 of 1,944.0
30800,70,471.0,1,Personal foul by G. Buckner (drawn by V. Carter),996.0
30801,70,464.0,1,B. Lopez makes 2-pt shot at rim (assist by V. Carter),1024.0
30802,70,443.0,1,O. Mayo misses 2-pt shot at rim,1108.0
30803,70,442.0,1,Offensive rebound by O. Mayo,1112.0
30804,70,439.0,1,O. Mayo misses 2-pt shot from 6 ft,1124.0
30805,70,438.0,1,Defensive rebound by Y. Jianlian,1128.0
30806,70,425.0,1,B. Simmons makes 2-pt shot from 15 ft (assist by K. Dooling),1180.0
30807,70,413.0,1,Turnover by K. Lowry (bad pass),1228.0
30808,70,401.0,1,K. Dooling misses 2-pt shot from 13 ft (block by R. Gay),1276.0
30809,70,399.0,1,Defensive rebound by G. Buckner,1284.0
30810,70,392.0,1,O. Mayo misses 2-pt shot at rim,1312.0
30811,70,391.0,1,Defensive rebound by B. Lopez,1316.0
30812,70,387.0,1,Y. Jianlian makes 2-pt shot from 19 ft,1332.0
30813,70,380.0,1,Memphis full timeout,1360.0
30814,70,363.0,1,R. Gay makes 2-pt shot from 18 ft (assist by G. Buckner),1428.0
30815,70,350.0,1,Personal foul by M. Gasol (drawn by V. Carter),1480.0
30816,70,339.0,1,Y. Jianlian misses 3-pt shot from 26 ft,1524.0
30817,70,338.0,1,Offensive rebound by Team,1528.0
30818,70,333.0,1,B. Simmons makes 2-pt shot from 6 ft (assist by V. Carter),1548.0
30819,70,314.0,1,R. Gay misses 2-pt shot at rim,1624.0
30820,70,313.0,1,Defensive rebound by Y. Jianlian,1628.0
30821,70,291.0,1,V. Carter misses 3-pt shot from 26 ft,1716.0
30822,70,289.0,1,Defensive rebound by Team,1724.0
30823,70,281.0,1,Personal foul by Y. Jianlian (drawn by K. Lowry),1756.0
30824,70,281.0,1,H. Warrick enters the game for G. Buckner,1756.0
30825,70,274.0,1,Shooting foul by B. Lopez (drawn by M. Gasol),1784.0
30826,70,274.0,1,M. Gasol makes free throw 1 of 2,1784.0
30827,70,274.0,1,M. Gasol misses free throw 2 of 2,1784.0
30828,70,273.0,1,Defensive rebound by B. Simmons,1788.0
30829,70,253.0,1,V. Carter makes 2-pt shot from 14 ft,1868.0
30830,70,231.0,1,M. Gasol makes 2-pt shot from 6 ft,1956.0
30831,70,216.0,1,Personal foul by R. Gay (drawn by V. Carter),2016.0
30832,70,216.0,1,M. Conley enters the game for K. Lowry,2016.0
30833,70,216.0,1,V. Carter makes free throw 1 of 2,2016.0
30834,70,216.0,1,V. Carter makes free throw 2 of 2,2016.0
30835,70,198.0,1,M. Gasol misses 2-pt shot at rim (block by B. Lopez),2088.0
30836,70,196.0,1,Defensive rebound by V. Carter,2096.0
30837,70,188.0,1,Personal foul by O. Mayo (drawn by V. Carter),2128.0
30838,70,188.0,1,J. Hayes enters the game for K. Dooling,2128.0
30839,70,188.0,1,V. Carter makes free throw 1 of 2,2128.0
30840,70,188.0,1,J. Boone enters the game for B. Lopez,2128.0
30841,70,188.0,1,V. Carter makes free throw 2 of 2,2128.0
30842,70,179.0,1,Personal foul by J. Boone (drawn by M. Gasol),2164.0
30843,70,179.0,1,Memphis full timeout,2164.0
30844,70,179.0,1,G. Buckner enters the game for O. Mayo,2164.0
30845,70,161.0,1,R. Gay misses 3-pt shot from 25 ft,2236.0
30846,70,159.0,1,Offensive rebound by M. Gasol,2244.0
30847,70,145.0,1,R. Gay misses 2-pt shot from 10 ft,2300.0
30848,70,144.0,1,Offensive rebound by M. Gasol,2304.0
30849,70,143.0,1,M. Gasol misses 2-pt shot at rim,2308.0
